State,Statefips,County,Countyfips,Fips,Year,Total population of area,Public Supply total population served,Public supply total withdrawals,Domestic total self-supplied withdrawals,DO-WDelv ,Industrial self-supplied groundwater withdrawals total,Industrial self-supplied surface-water withdrawals total,Industrial self-supplied total withdrawals total,Irrigation total withdrawals fresh,Irrigation acres irrigated total,Livestock total withdrawals fresh,Aquaculture groundwater withdrawals total,Aquaculture surface-water withdrawals total,Aquaculture total withdrawals total,Mining groundwater withdrawals total,Mining surface-water withdrawals total,Mining total withdrawals total,Thermoelectric groundwater withdrawals total,Thermoelectric surface-water withdrawals total,Thermoelectric total withdrawals total,Thermoelectri total consumptive use total,Thermoelectric once-through groundwater withdrawals total,Thermoelectric once-through surface-water withdrawals total,Thermoelectric once-through total withdrawals,Thermoelectric once-through total consumptive use total,Thermoelectric recirculating groundwater withdrawals total,Thermoelectric recirculating total withdrawals total,Thermoelectric recirculating total consumptive use total,Total groundwater withdrawals total,Total surface-water withdrawals total,Total withdrawals total,Irrigation and Thermoelectric total consumptive use total
AK,2,Petersburg Borough,195,02195,2015,3.18,2.51,0.65,0.04,0.22,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.82,0.83,0.0
AK,2,Prince of Wales-Hyder Census Area,198,02198,2015,6.34,4.57,0.34,0.11,0.45,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.44,0.47,0.0
AK,2,City & Borough of Sitka,220,02220,2015,8.86,8.4,1.22,0.03,0.67,0.0,0.06,0.06,0.0,0.0,0.0,0.0,47.12,47.12,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,48.41,48.44,0.0
AK,2,Skagway Municipality,230,02230,2015,1.06,0.89,0.24,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.12,0.32,0.0
AK,2,Southeast Fairbanks Census Area,240,02240,2015,6.84,2.52,0.24,0.26,0.48,0.0,0.0,0.0,0.23,0.53,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.23,0.95,0.21
AK,2,Valdez-Cordova Census Area,261,02261,2015,9.36,9.23,4.83,0.01,0.63,3.03,0.0,3.03,0.0,0.0,0.02,129.38,63.19,192.57,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.62,64.9,200.52,0.0
AK,2,City & Borough of Wrangell,275,02275,2015,2.38,2.3,0.64,0.01,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.65,0.0
AK,2,City & Borough of Yakutat,282,02282,2015,0.61,0.61,0.51,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.0
AK,2,Yukon-Koyukuk Census Area,290,02290,2015,5.53,5.46,0.24,0.0,0.22,0.04,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.1,0.33,0.0
AZ,4,Apache County,1,04001,2015,71.47,48.85,5.77,1.99,7.07,0.0,0.0,0.0,1.95,0.98,0.71,1.44,0.0,1.44,0.0,0.0,0.0,19.74,0.0,19.74,18.87,0.0,0.0,0.0,0.0,19.74,19.74,18.87,29.77,1.83,31.6,20.35
AZ,4,Cochise County,3,04003,2015,126.43,102.63,16.15,2.89,15.97,0.02,0.0,0.02,217.57,106.84,0.68,0.0,0.0,0.0,0.02,0.0,0.02,3.52,0.0,3.52,3.52,0.0,0.0,0.0,0.0,3.52,3.52,3.52,240.85,0.0,240.85,178.17
AZ,4,Coconino County,5,04005,2015,139.1,127.04,19.87,1.05,17.14,0.01,0.0,0.01,0.28,0.9,0.69,0.02,0.0,0.02,0.02,0.0,0.02,0.0,17.03,17.03,17.03,0.0,0.0,0.0,0.0,0.0,17.03,17.03,18.29,20.68,38.97,19.29
AZ,4,Gila County,7,04007,2015,53.16,44.46,4.83,0.88,4.99,0.03,0.0,0.03,3.05,0.93,0.13,4.26,0.0,4.26,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.08,1.1,26.18,2.78
AZ,4,Graham County,9,04009,2015,37.67,30.66,3.8,0.74,3.78,0.17,0.0,0.17,183.54,36.69,0.14,0.0,0.0,0.0,2.16,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.76,76.79,190.55,146.82
AZ,4,Greenlee County,11,04011,2015,9.53,8.18,1.7,0.11,1.64,0.0,0.0,0.0,9.4,2.7,0.1,0.02,1.32,1.34,5.22,0.0,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,4.62,17.87,7.52
AZ,4,La Paz County,12,04012,2015,20.15,14.38,2.89,0.66,3.26,0.0,0.0,0.0,612.86,99.78,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.71,535.88,616.59,490.36
AZ,4,Maricopa County,13,04013,2015,4167.95,4125.51,776.54,5.57,642.33,1.81,0.0,1.81,1232.8,244.22,13.89,0.0,0.0,0.0,3.5,0.0,3.5,18.73,5.35,24.08,88.01,0.0,0.0,0.0,0.0,18.73,24.08,88.01,1186.7,871.49,2058.19,1094.25
AZ,4,Mohave County,15,04015,2015,204.74,196.47,47.86,0.74,38.07,0.09,0.0,0.09,111.85,23.52,0.28,0.35,0.0,0.35,0.22,0.0,0.22,1.6,1.66,3.26,3.26,0.0,0.0,0.0,0.0,1.6,3.26,3.26,102.28,62.37,164.65,95.17
AZ,4,Navajo County,17,04017,2015,108.28,94.67,14.5,1.15,13.58,0.23,0.0,0.23,10.41,2.94,0.83,1.44,9.39,10.83,1.42,0.0,1.42,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,37.65,13.72,51.37,20.38
AZ,4,Pima County,19,04019,2015,1010.03,989.35,175.4,2.23,135.54,2.36,0.0,2.36,92.26,25.1,0.41,0.0,0.0,0.0,25.58,0.0,25.58,1.81,0.0,1.81,1.81,0.0,0.0,0.0,0.0,1.81,1.81,1.81,268.02,32.03,300.05,83.78
AZ,4,Pinal County,21,04021,2015,406.58,394.01,63.24,1.76,47.3,0.23,0.0,0.23,935.11,238.41,16.74,0.0,0.0,0.0,2.08,0.0,2.08,0.03,1.42,1.45,1.87,0.0,0.0,0.0,0.0,0.03,1.45,1.87,435.18,585.43,1020.61,752.12
AZ,4,Santa Cruz County,23,04023,2015,46.46,41.5,5.17,0.6,4.84,0.0,0.0,0.0,6.97,2.32,0.23,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.22,0.0,13.22,5.63
AZ,4,Yavapai County,25,04025,2015,222.26,197.87,21.14,2.22,20.62,1.12,0.0,1.12,31.14,6.59,0.5,16.28,0.0,16.28,14.79,0.0,14.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.54,18.65,87.19,25.23
AZ,4,Yuma County,27,04027,2015,204.28,194.34,36.29,1.41,31.17,0.05,0.0,0.05,1079.69,247.3,3.36,0.0,0.0,0.0,0.08,0.0,0.08,0.28,0.29,0.57,0.63,0.0,0.0,0.0,0.0,0.28,0.57,0.63,125.71,995.74,1121.45,865.47
AR,5,Arkansas County,1,05001,2015,18.43,18.43,1.18,0.0,1.64,0.0,0.0,0.0,1675.81,399.2,0.07,0.57,0.0,0.57,0.0,0.0,0.0,0.43,0.0,0.43,0.3,0.0,0.0,0.0,0.0,0.43,0.43,0.3,903.95,774.11,1678.06,1089.58
AR,5,Ashley County,3,05003,2015,20.84,20.64,1.2,0.02,1.86,6.0,38.02,44.02,159.83,97.58,0.07,6.65,0.0,6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.44,55.35,211.79,103.89
AR,5,Baxter County,5,05005,2015,41.05,29.67,3.46,1.01,3.65,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,3.16,4.75,0.0
AR,5,Benton County,7,05007,2015,249.67,248.24,64.74,0.13,22.22,0.0,0.0,0.0,0.0,0.0,2.69,0.03,0.0,0.03,0.0,0.01,0.01,0.0,360.34,360.34,3.05,0.0,360.34,360.34,3.05,0.0,0.0,0.0,1.24,426.7,427.94,3.05
AR,5,Boone County,9,05009,2015,37.22,32.63,0.99,0.41,3.31,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,1.02,2.57,0.0
AR,5,Bradley County,11,05011,2015,11.09,11.09,0.21,0.0,0.99,0.33,0.0,0.33,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.06,0.64,0.0
AR,5,Calhoun County,13,05013,2015,5.23,5.22,0.24,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.04,0.3,0.0
AR,5,Carroll County,15,05015,2015,27.7,24.31,8.6,0.3,2.46,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,8.87,10.64,0.0
AR,5,Chicot County,17,05017,2015,11.03,11.02,0.62,0.0,0.98,0.0,0.0,0.0,271.76,205.48,0.07,25.63,0.48,26.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.7,80.86,298.56,179.91
AR,5,Clark County,19,05019,2015,22.63,21.71,1.84,0.08,2.01,0.17,0.0,0.17,5.37,1.81,0.19,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,7.29,7.67,3.49
AR,5,Clay County,21,05021,2015,15.11,15.1,0.91,0.0,1.34,0.0,0.0,0.0,830.1,187.02,0.08,2.05,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819.17,13.97,833.14,541.23
AR,5,Cleburne County,23,05023,2015,25.47,25.46,11.15,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,11.52,11.77,0.0
AR,5,Cleveland County,25,05025,2015,8.31,8.31,0.5,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.21,0.84,0.0
AR,5,Columbia County,27,05027,2015,24.11,24.11,2.15,0.0,2.15,2.1,0.1,2.2,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,1.54,4.58,0.0
AR,5,Conway County,29,05029,2015,21.02,21.0,4.16,0.0,1.87,0.0,7.03,7.03,4.05,2.09,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,13.04,16.13,2.63
AR,5,Craighead County,31,05031,2015,104.35,100.58,14.12,0.34,9.29,0.0,0.0,0.0,496.13,261.18,0.07,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.16,80.7,510.86,322.98
AR,5,Crawford County,33,05033,2015,61.7,55.7,28.86,0.53,5.49,0.0,0.0,0.0,2.49,1.9,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,30.74,32.34,1.74
AR,5,Crittenden County,35,05035,2015,48.96,48.96,7.13,0.0,4.36,0.18,0.0,0.18,256.13,160.19,0.02,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.43,1.23,263.66,176.22
AR,5,Cross County,37,05037,2015,17.28,17.28,1.81,0.0,1.54,0.13,0.0,0.13,593.44,210.93,0.03,0.29,0.01,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.7,46.01,595.71,390.48
AR,5,Dallas County,39,05039,2015,7.6,7.6,0.18,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.02,0.21,0.0
AR,5,Desha County,41,05041,2015,11.97,11.96,0.43,0.0,1.06,4.98,14.04,19.02,628.49,236.94,0.0,13.53,7.43,20.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.18,180.72,668.9,409.78
AR,5,Drew County,43,05043,2015,18.78,17.23,2.22,0.14,1.67,0.0,0.0,0.0,50.16,29.49,0.14,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.93,8.9,52.83,32.65
AR,5,Faulkner County,45,05045,2015,121.55,120.17,0.15,0.12,10.81,0.0,0.0,0.0,5.49,2.82,0.51,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,5.17,6.38,3.57
AR,5,Franklin County,47,05047,2015,17.7,16.5,3.0,0.11,1.58,0.0,0.0,0.0,0.01,0.07,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,3.57,0.05,0.0,3.57,3.57,0.05,0.0,0.0,0.0,0.49,7.15,7.64,0.06
AR,5,Fulton County,49,05049,2015,12.2,9.02,1.4,0.28,1.08,0.0,0.0,0.0,0.24,0.09,0.62,0.29,89.86,90.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,90.86,92.69,0.16
AR,5,Garland County,51,05051,2015,97.18,96.46,16.07,0.06,8.64,0.0,1.74,1.74,0.0,0.0,0.1,0.0,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,18.5,18.6,0.0
AR,5,Grant County,53,05053,2015,18.1,16.75,1.01,0.12,1.61,0.27,0.0,0.27,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.18,1.7,0.0
AR,5,Greene County,55,05055,2015,44.2,37.9,4.42,0.56,3.93,0.04,0.0,0.04,356.35,140.22,0.13,15.88,0.0,15.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.23,10.15,377.38,233.05
AR,5,Hempstead County,57,05057,2015,22.08,17.64,2.8,0.4,1.97,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,4.07,3.27,0.0,0.0,0.0,0.0,0.0,4.07,3.27,3.3,5.23,8.53,3.27
AR,5,Hot Spring County,59,05059,2015,33.43,33.33,2.27,0.01,2.98,0.0,0.0,0.0,2.12,1.64,0.25,0.0,0.0,0.0,0.0,0.82,0.82,0.0,71.3,71.3,2.41,0.0,69.28,69.28,0.69,0.0,2.02,1.72,0.12,76.65,76.77,3.79
AR,5,Howard County,61,05061,2015,13.3,13.3,6.09,0.0,1.18,0.0,0.86,0.86,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,7.42,7.94,0.0
AR,5,Independence County,63,05063,2015,37.05,36.53,5.82,0.05,3.3,0.0,44.7,44.7,95.29,50.88,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,9.81,8.82,0.0,0.0,0.0,0.0,0.0,9.81,8.82,67.87,88.5,156.37,72.19
AR,5,Izard County,65,05065,2015,13.45,13.03,0.79,0.04,1.2,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.33,1.38,0.0
AR,5,Jackson County,67,05067,2015,17.34,16.54,0.39,0.07,1.54,0.0,0.0,0.0,595.19,198.19,0.07,2.42,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.92,34.22,598.14,388.06
AR,5,Jefferson County,69,05069,2015,71.57,69.19,11.88,0.21,6.37,4.88,0.0,4.88,359.94,151.18,0.09,0.23,0.0,0.23,0.02,0.0,0.02,1.68,10.97,12.65,9.25,0.0,0.0,0.0,0.0,1.68,12.65,9.25,309.94,79.96,389.9,245.01
AR,5,Johnson County,71,05071,2015,26.14,26.14,4.79,0.0,2.33,0.0,0.0,0.0,0.01,0.08,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,5.2,5.49,0.01
AR,5,Lafayette County,73,05073,2015,7.0,6.42,0.37,0.05,0.62,0.0,0.0,0.0,13.6,9.06,0.61,2.34,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.37,16.97,9.26
AR,5,Lawrence County,75,05075,2015,16.78,16.77,1.09,0.0,1.49,0.0,0.0,0.0,255.63,133.49,0.32,0.09,0.0,0.09,0.12,1.28,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.04,26.49,258.53,166.16
AR,5,Lee County,77,05077,2015,9.65,9.65,1.28,0.0,0.86,0.0,0.0,0.0,334.3,167.84,0.02,0.16,0.04,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.97,7.83,335.8,221.98
AR,5,Lincoln County,79,05079,2015,13.82,13.82,0.51,0.0,1.23,0.0,0.0,0.0,265.07,117.91,0.37,0.65,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.36,31.24,266.6,172.3
AR,5,Little River County,81,05081,2015,12.47,12.38,2.8,0.01,1.11,0.0,20.67,20.67,33.39,10.12,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.72,46.78,57.5,21.7
AR,5,Logan County,83,05083,2015,21.71,21.24,3.39,0.04,1.93,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,4.32,4.88,0.0
AR,5,Lonoke County,85,05085,2015,71.65,71.64,6.01,0.0,6.38,0.66,0.0,0.66,901.81,249.41,0.2,42.67,0.34,43.01,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.93,317.93,951.86,586.18
AR,5,Madison County,87,05087,2015,15.77,11.37,0.0,0.39,1.4,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.73,1.6,0.0
AR,5,Marion County,89,05089,2015,16.19,11.81,0.81,0.39,1.44,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,1.09,1.65,0.0
AR,5,Miller County,91,05091,2015,43.91,36.93,0.09,0.62,3.91,0.19,0.0,0.19,0.23,0.12,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.5,1.58,0.16
AR,5,Mississippi County,93,05093,2015,43.74,43.73,1.44,0.0,3.89,3.7,0.0,3.7,35.25,25.65,0.01,0.02,0.0,0.02,0.0,0.0,0.0,0.61,6.67,7.28,7.08,0.0,0.0,0.0,0.0,0.61,7.28,7.08,40.67,7.03,47.7,31.86
AR,5,Monroe County,95,05095,2015,7.4,7.06,1.52,0.03,0.66,0.0,0.0,0.0,310.99,145.61,0.02,9.62,0.0,9.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.71,29.47,322.18,202.14
AR,5,Montgomery County,97,05097,2015,8.97,7.23,0.52,0.16,0.8,0.0,0.0,0.0,0.0,0.0,0.34,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.72,1.03,0.0
AR,5,Nevada County,99,05099,2015,8.56,7.14,0.22,0.13,0.77,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.2,0.68,0.0
AR,5,Newton County,101,05101,2015,7.91,7.43,0.02,0.04,0.7,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.19,0.37,0.0
AR,5,Ouachita County,103,05103,2015,24.36,24.35,3.26,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,13.8,0.14,0.0,13.8,13.8,0.14,0.0,0.0,0.0,0.88,16.27,17.15,0.14
AR,5,Perry County,105,05105,2015,10.19,7.99,0.06,0.2,0.91,0.0,0.0,0.0,1.46,0.76,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.6,1.96,0.95
AR,5,Phillips County,107,05107,2015,19.51,19.51,6.1,0.0,1.74,0.0,0.0,0.0,260.19,217.76,0.02,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.43,5.97,266.4,178.23
AR,5,Pike County,109,05109,2015,10.82,9.93,1.13,0.08,0.96,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,1.4,1.67,0.0
AR,5,Poinsett County,111,05111,2015,24.04,22.25,2.18,0.16,2.14,0.0,0.0,0.0,966.93,323.51,0.03,3.87,0.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.08,101.09,973.17,634.31
AR,5,Polk County,113,05113,2015,20.22,17.74,1.69,0.22,1.8,0.0,0.0,0.0,0.36,0.11,0.73,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,2.69,3.21,0.23
AR,5,Pope County,115,05115,2015,63.39,55.0,11.0,0.75,5.64,0.0,0.0,0.0,0.53,0.37,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.46,950.46,22.23,0.0,935.43,935.43,9.35,0.0,15.03,12.88,1.42,962.02,963.44,22.57
AR,5,Prairie County,117,05117,2015,8.29,7.83,0.39,0.04,0.74,0.0,0.0,0.0,541.03,192.74,0.06,24.39,0.1,24.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.61,205.4,566.01,351.67
AR,5,Pulaski County,119,05119,2015,392.66,386.46,39.6,0.55,34.94,0.0,0.0,0.0,52.03,27.04,0.13,0.05,0.0,0.05,0.0,0.0,0.0,0.41,0.0,0.41,0.37,0.0,0.0,0.0,0.0,0.41,0.41,0.37,37.93,54.84,92.77,35.28
AR,5,Randolph County,121,05121,2015,17.47,13.05,1.3,0.39,1.55,0.0,0.0,0.0,185.14,62.34,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.1,56.23,187.33,120.34
AR,5,St. Francis County,123,05123,2015,26.59,26.3,3.84,0.03,2.37,0.0,0.0,0.0,363.99,191.06,0.02,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.01,22.11,368.12,244.97
AR,5,Saline County,125,05125,2015,117.46,103.09,29.64,1.28,10.45,0.0,0.25,0.25,2.25,0.21,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,31.31,33.53,1.46
AR,5,Scott County,127,05127,2015,10.51,6.69,1.55,0.34,0.94,0.0,0.0,0.0,0.05,1.3,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,1.92,2.55,0.04
AR,5,Searcy County,129,05129,2015,7.87,7.41,0.31,0.04,0.6,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.49,0.71,0.0
AR,5,Sebastian County,131,05131,2015,127.78,123.96,0.13,0.34,11.37,0.0,0.0,0.0,0.3,0.12,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.84,1.46,0.2
AR,5,Sevier County,133,05133,2015,17.29,13.56,0.74,0.33,1.54,0.0,0.0,0.0,0.01,0.01,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,1.14,1.9,0.01
