STATE,STATEFIPS,COUNTY,COUNTYFIPS,FIPS,YEAR,TP-TotPop,PS-GWPop,PS-SWPop,PS-TOPop,PS-WGWFr,PS-WGWSa,PS-WGWTo,PS-WSWFr,PS-WSWSa,PS-WSWTo,PS-WFrTo,PS-WSaTo,PS-Wtotl,DO-SSPop,DO-WGWFr,DO-WSWFr,DO-WFrTo,DO-SSPCp,DO-PSDel,DO-PSPCp,DO-WDelv ,IN-WGWFr,IN-WGWSa,IN-WGWTo,IN-WSWFr,IN-WSWSa,IN-WSWTo,IN-WFrTo,IN-WSaTo,IN-Wtotl,IR-WGWFr,IR-WSWFr,IR-WFrTo,IR-RecWW,IR-CUsFr,IR-IrSpr,IR-IrMic,IR-IrSur,IR-IrTot,IC-WGWFr,IC-WSWFr,IC-WFrTo,IC-RecWW,IC-CUsFr,IC-IrSpr,IC-IrMic,IC-IrSur,IC-IrTot,IG-WGWFr,IG-WSWFr,IG-WFrTo,IG-RecWW,IG-CUsFr,IG-IrSpr,IG-IrMic,IG-IrSur,IG-IrTot,LI-WGWFr,LI-WSWFr,LI-WFrTo,AQ-WGWFr,AQ-WGWSa,AQ-WGWTo,AQ-WSWFr,AQ-WSWSa,AQ-WSWTo,AQ-WFrTo,AQ-WSaTo,AQ-Wtotl,MI-WGWFr,MI-WGWSa,MI-WGWTo,MI-WSWFr,MI-WSWSa,MI-WSWTo,MI-WFrTo,MI-WSaTo,MI-Wtotl,PT-WGWFr,PT-WGWSa,PT-WGWTo,PT-WSWFr,PT-WSWSa,PT-WSWTo,PT-WFrTo,PT-WSaTo,PT-Wtotl,PT-RecWW,PT-PSDel,PT-CUsFr,PT-CUsSa,PT-CUTot,PT-Power,PO-WGWFr,PO-WGWSa,PO-WGWTo,PO-WSWFr,PO-WSWSa,PO-WSWTo,PO-WFrTo,PO-WSaTo,PO-Wtotl,PO-RecWW,PO-PSDel,PO-CUsFr,PO-CUsSa,PO-CUTot,PO-Power,PC-WGWFr,PC-WGWSa,PC-WGWTo,PC-WSWFr,PC-WSWSa,PC-WSWTo,PC-WFrTo,PC-WSaTo,PC-Wtotl,PC-RecWW,PC-PSDel,PC-CUsFr,PC-CUsSa,PC-CUTot,PC-Power,TO-WGWFr,TO-WGWSa,TO-WGWTo,TO-WSWFr,TO-WSWSa,TO-WSWTo,TO-WFrTo,TO-WSaTo,TO-Wtotl,TO-CUsFrPartial,TO-CUsSaPartial,TO-CUTotPartial
AL,1,Cullman County,43,1043,2015,82.01,--,--,79.42,0.31,0.00,0.31,22.93,0.00,22.93,23.24,0.00,23.24,2.58,0.19,0.00,0.19,74.00,5.73,72.00,5.92,0.74,0.00,0.74,2.43,0.00,2.43,3.17,0.00,3.17,0.28,0.63,0.91,--,0.91,0.73,0.00,0.00,0.73,0.28,0.28,0.56,--,0.56,0.52,0.00,0.00,0.52,0.00,0.35,0.35,--,0.35,0.21,0.00,0.00,0.21,0.82,0.79,1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,2.34,0.00,2.34,26.78,0.00,26.78,29.12,0.00,29.12,0.91,0.00,0.91
AL,1,Dale County,45,1045,2015,49.57,--,--,40.47,5.90,0.00,5.90,0.00,0.00,0.00,5.90,0.00,5.90,9.10,0.68,0.00,0.68,75.00,3.05,75.00,3.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1.75,2.08,--,2.08,2.84,0.00,0.00,2.84,0.33,1.12,1.45,--,1.45,2.58,0.00,0.00,2.58,0.00,0.63,0.63,--,0.63,0.26,0.00,0.00,0.26,0.17,0.23,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.03,0.00,0.03,0.08,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,7.13,0.00,7.13,2.01,0.00,2.01,9.14,0.00,9.14,2.08,0.00,2.08
AL,1,Dallas County,47,1047,2015,41.13,--,--,31.71,5.91,0.00,5.91,0.00,0.00,0.00,5.91,0.00,5.91,9.42,0.66,0.00,0.66,70.00,2.23,70.00,2.89,0.24,0.00,0.24,30.66,0.00,30.66,30.90,0.00,30.90,0.69,2.51,3.20,--,3.20,3.17,0.00,0.00,3.17,0.69,2.10,2.79,--,2.79,2.91,0.00,0.00,2.91,0.00,0.41,0.41,--,0.41,0.26,0.00,0.00,0.26,0.10,0.16,0.26,7.79,0.00,7.79,3.90,0.00,3.90,11.69,0.00,11.69,0.50,0.00,0.50,0.22,0.00,0.22,0.72,0.00,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,15.89,0.00,15.89,37.45,0.00,37.45,53.34,0.00,53.34,3.20,0.00,3.20
AL,1,DeKalb County,49,1049,2015,71.13,--,--,51.77,0.33,0.00,0.33,5.58,0.00,5.58,5.91,0.00,5.91,19.37,1.34,0.00,1.34,69.00,3.39,65.00,4.73,0.57,0.00,0.57,0.00,0.00,0.00,0.57,0.00,0.57,0.49,2.15,2.64,--,2.64,1.03,0.00,0.00,1.03,0.49,1.48,1.97,--,1.97,0.67,0.00,0.00,0.67,0.00,0.67,0.67,--,0.67,0.36,0.00,0.00,0.36,0.99,1.11,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.02,0.00,0.02,0.06,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,3.76,0.00,3.76,8.86,0.00,8.86,12.62,0.00,12.62,2.64,0.00,2.64
AL,1,Elmore County,51,1051,2015,81.47,--,--,75.87,2.68,0.00,2.68,9.51,0.00,9.51,12.19,0.00,12.19,5.60,0.36,0.00,0.36,64.00,5.02,66.00,5.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,2.47,3.08,--,3.08,3.83,0.00,0.00,3.83,0.61,1.44,2.05,--,2.05,3.25,0.00,0.00,3.25,0.00,1.03,1.03,--,1.03,0.58,0.00,0.00,0.58,0.07,0.08,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.99,0.00,1.99,0.94,0.00,0.94,2.93,0.00,2.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,5.71,0.00,5.71,13.00,0.00,13.00,18.71,0.00,18.71,3.08,0.00,3.08
AL,1,Escambia County,53,1053,2015,37.79,--,--,30.84,5.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,5.00,6.95,0.51,0.00,0.51,73.00,2.22,72.00,2.73,1.46,0.00,1.46,32.54,0.00,32.54,34.00,0.00,34.00,1.00,0.74,1.74,--,1.74,1.96,0.00,0.00,1.96,1.00,0.33,1.33,--,1.33,1.75,0.00,0.00,1.75,0.00,0.41,0.41,--,0.41,0.21,0.00,0.00,0.21,0.07,0.10,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.15,0.00,1.15,0.00,0.00,0.00,1.15,0.00,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,9.19,0.00,9.19,33.38,0.00,33.38,42.57,0.00,42.57,1.74,0.00,1.74
AL,1,Etowah County,55,1055,2015,103.06,--,--,99.05,4.12,0.00,4.12,12.73,0.00,12.73,16.85,0.00,16.85,4.01,0.26,0.00,0.26,65.00,6.60,67.00,6.86,0.00,0.00,0.00,8.30,0.00,8.30,8.30,0.00,8.30,0.00,1.00,1.00,--,1.00,0.65,0.00,0.00,0.65,0.00,0.03,0.03,--,0.03,0.07,0.00,0.00,0.07,0.00,0.97,0.97,--,0.97,0.58,0.00,0.00,0.58,0.21,0.26,0.47,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.01,0.28,0.00,0.28,0.12,0.00,0.12,0.40,0.00,0.40,0.00,0.00,0.00,105.52,0.00,105.52,105.52,0.00,105.52,--,--,0.76,0.00,0.76,214.66,0.00,0.00,0.00,105.52,0.00,105.52,105.52,0.00,105.52,--,--,0.76,0.00,0.76,214.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,4.87,0.00,4.87,127.94,0.00,127.94,132.81,0.00,132.81,1.76,0.00,1.76
AL,1,Fayette County,57,1057,2015,16.76,--,--,9.74,0.05,0.00,0.05,1.65,0.00,1.65,1.70,0.00,1.70,7.02,0.49,0.00,0.49,70.00,0.68,70.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.37,--,0.37,0.45,0.00,0.00,0.45,0.00,0.21,0.21,--,0.21,0.39,0.00,0.00,0.39,0.00,0.16,0.16,--,0.16,0.06,0.00,0.00,0.06,0.08,0.10,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.62,0.00,0.62,2.43,0.00,2.43,3.05,0.00,3.05,0.37,0.00,0.37
AL,1,Franklin County,59,1059,2015,31.70,--,--,25.00,1.05,0.00,1.05,4.89,0.00,4.89,5.94,0.00,5.94,6.69,0.37,0.00,0.37,55.00,1.40,56.00,1.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.84,--,0.84,1.23,0.00,0.00,1.23,0.00,0.58,0.58,--,0.58,1.07,0.00,0.00,1.07,0.00,0.26,0.26,--,0.26,0.16,0.00,0.00,0.16,0.28,0.37,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.17,0.00,0.17,0.57,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,2.10,0.00,2.10,6.27,0.00,6.27,8.37,0.00,8.37,0.84,0.00,0.84
AL,1,Geneva County,61,1061,2015,26.78,--,--,15.54,1.78,0.00,1.78,0.00,0.00,0.00,1.78,0.00,1.78,11.24,0.68,0.00,0.68,61.00,0.94,60.00,1.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.51,2.96,5.47,--,5.47,8.86,0.00,0.00,8.86,2.51,2.86,5.37,--,5.37,8.80,0.00,0.00,8.80,0.00,0.10,0.10,--,0.10,0.06,0.00,0.00,0.06,0.32,0.42,0.74,0.13,0.00,0.13,0.00,0.00,0.00,0.13,0.00,0.13,0.05,0.00,0.05,0.02,0.00,0.02,0.07,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,5.47,0.00,5.47,3.40,0.00,3.40,8.87,0.00,8.87,5.47,0.00,5.47
AL,1,Greene County,63,1063,2015,8.48,--,--,5.78,1.39,0.00,1.39,0.00,0.00,0.00,1.39,0.00,1.39,2.70,0.16,0.00,0.16,59.00,0.35,61.00,0.51,0.02,0.00,0.02,0.00,0.00,0.00,0.02,0.00,0.02,0.32,0.13,0.45,--,0.45,0.44,0.00,0.00,0.44,0.32,0.03,0.35,--,0.35,0.38,0.00,0.00,0.38,0.00,0.10,0.10,--,0.10,0.06,0.00,0.00,0.06,0.05,0.07,0.12,4.21,0.00,4.21,5.09,0.00,5.09,9.30,0.00,9.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,377.42,0.00,377.42,377.42,0.00,377.42,--,--,9.54,0.00,9.54,2207.65,0.00,0.00,0.00,377.42,0.00,377.42,377.42,0.00,377.42,--,--,9.54,0.00,9.54,2207.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,6.15,0.00,6.15,382.71,0.00,382.71,388.86,0.00,388.86,9.99,0.00,9.99
AL,1,Hale County,65,1065,2015,15.07,--,--,12.16,3.10,0.00,3.10,0.00,0.00,0.00,3.10,0.00,3.10,2.91,0.33,0.00,0.33,113.00,1.38,113.00,1.71,0.02,0.00,0.02,0.00,0.00,0.00,0.02,0.00,0.02,0.91,0.16,1.07,--,1.07,1.96,0.00,0.00,1.96,0.91,0.00,0.91,--,0.91,1.86,0.00,0.00,1.86,0.00,0.16,0.16,--,0.16,0.10,0.00,0.00,0.10,0.14,0.16,0.30,8.81,0.00,8.81,7.34,0.00,7.34,16.15,0.00,16.15,0.12,0.00,0.12,0.00,0.00,0.00,0.12,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,13.43,0.00,13.43,7.66,0.00,7.66,21.09,0.00,21.09,1.07,0.00,1.07
AL,1,Henry County,67,1067,2015,17.22,--,--,13.30,1.66,0.00,1.66,0.00,0.00,0.00,1.66,0.00,1.66,3.92,0.24,0.00,0.24,61.00,0.81,61.00,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,4.44,5.87,--,5.87,8.58,0.00,0.00,8.58,1.43,4.28,5.71,--,5.71,8.52,0.00,0.00,8.52,0.00,0.16,0.16,--,0.16,0.06,0.00,0.00,0.06,0.10,0.16,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,3.43,0.00,3.43,4.60,0.00,4.60,8.03,0.00,8.03,5.87,0.00,5.87
AL,1,Houston County,69,1069,2015,104.17,--,--,84.62,18.94,0.00,18.94,0.00,0.00,0.00,18.94,0.00,18.94,19.55,1.11,0.00,1.11,57.00,4.98,59.00,6.09,0.30,0.00,0.30,0.00,0.00,0.00,0.30,0.00,0.30,5.14,2.41,7.55,--,7.55,13.19,0.00,0.00,13.19,5.14,1.11,6.25,--,6.25,12.67,0.00,0.00,12.67,0.00,1.30,1.30,--,1.30,0.52,0.00,0.00,0.52,0.10,0.15,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.08,0.00,99.08,99.08,0.00,99.08,--,--,21.62,0.00,21.62,14281.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.08,0.00,99.08,99.08,0.00,99.08,--,--,21.62,0.00,21.62,14281.69,25.59,0.00,25.59,101.64,0.00,101.64,127.23,0.00,127.23,29.17,0.00,29.17
AL,1,Jackson County,71,1071,2015,52.42,--,--,38.80,0.50,0.00,0.50,11.29,0.00,11.29,11.79,0.00,11.79,13.62,0.86,0.00,0.86,63.00,2.61,67.00,3.47,0.00,0.00,0.00,9.10,0.00,9.10,9.10,0.00,9.10,0.27,1.01,1.28,--,1.28,0.96,0.00,0.00,0.96,0.27,0.19,0.46,--,0.46,0.50,0.00,0.00,0.50,0.00,0.82,0.82,--,0.82,0.46,0.00,0.00,0.46,0.29,0.37,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.02,0.00,0.02,0.08,0.00,0.08,0.00,0.00,0.00,352.22,0.00,352.22,352.22,0.00,352.22,--,--,0.50,0.00,0.50,1627.45,0.00,0.00,0.00,352.22,0.00,352.22,352.22,0.00,352.22,--,--,0.50,0.00,0.50,1627.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,1.98,0.00,1.98,374.01,0.00,374.01,375.99,0.00,375.99,1.78,0.00,1.78
AL,1,Jefferson County,73,1073,2015,660.37,--,--,654.32,7.87,0.00,7.87,41.11,0.00,41.11,48.98,0.00,48.98,6.05,0.38,0.00,0.38,63.00,48.85,75.00,49.23,0.87,0.00,0.87,0.00,0.00,0.00,0.87,0.00,0.87,0.08,5.80,5.88,--,5.88,3.15,0.00,0.00,3.15,0.08,0.11,0.19,--,0.19,0.22,0.00,0.00,0.22,0.00,5.69,5.69,--,5.69,2.93,0.00,0.00,2.93,0.03,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,1.02,0.77,0.00,0.77,1.79,0.00,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,17815.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,17815.89,10.25,0.00,10.25,47.73,0.00,47.73,57.98,0.00,57.98,5.88,0.00,5.88
AL,1,Lamar County,75,1075,2015,13.89,--,--,8.67,1.42,0.00,1.42,0.00,0.00,0.00,1.42,0.00,1.42,5.22,0.29,0.00,0.29,56.00,0.49,57.00,0.78,0.10,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.10,0.00,0.24,0.24,--,0.24,0.80,0.00,0.00,0.80,0.00,0.08,0.08,--,0.08,0.70,0.00,0.00,0.70,0.00,0.16,0.16,--,0.16,0.10,0.00,0.00,0.10,0.05,0.06,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,1.86,0.00,1.86,0.30,0.00,0.30,2.16,0.00,2.16,0.24,0.00,0.24
AL,1,Lauderdale County,77,1077,2015,92.60,--,--,77.82,1.85,0.00,1.85,10.54,0.00,10.54,12.39,0.00,12.39,14.78,1.17,0.00,1.17,79.00,6.17,79.00,7.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,1.24,1.80,--,1.80,1.04,0.00,0.00,1.04,0.56,0.37,0.93,--,0.93,0.52,0.00,0.00,0.52,0.00,0.87,0.87,--,0.87,0.52,0.00,0.00,0.52,0.19,0.26,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,3.77,0.00,3.77,12.04,0.00,12.04,15.81,0.00,15.81,1.80,0.00,1.80
AL,1,Lawrence County,79,1079,2015,33.12,--,--,27.63,0.00,0.00,0.00,7.73,0.00,7.73,7.73,0.00,7.73,5.49,0.35,0.00,0.35,64.00,1.78,64.00,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,2.53,2.58,--,2.58,4.88,0.00,0.00,4.88,0.05,2.27,2.32,--,2.32,4.72,0.00,0.00,4.72,0.00,0.26,0.26,--,0.26,0.16,0.00,0.00,0.16,0.36,0.48,0.84,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.01,0.02,0.00,0.02,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.78,0.00,0.78,10.75,0.00,10.75,11.53,0.00,11.53,2.58,0.00,2.58
AL,1,Lee County,81,1081,2015,156.99,--,--,147.60,2.84,0.00,2.84,12.99,0.00,12.99,15.83,0.00,15.83,9.39,0.72,0.00,0.72,77.00,9.81,66.00,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,2.88,3.17,--,3.17,2.09,0.00,0.00,2.09,0.29,1.32,1.61,--,1.61,1.26,0.00,0.00,1.26,0.00,1.56,1.56,--,1.56,0.83,0.00,0.00,0.83,0.03,0.04,0.07,0.03,0.00,0.03,0.04,0.00,0.04,0.07,0.00,0.07,0.22,0.00,0.22,0.10,0.00,0.10,0.32,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,10743.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,10743.08,4.13,0.00,4.13,16.05,0.00,16.05,20.18,0.00,20.18,3.17,0.00,3.17
AL,1,Limestone County,83,1083,2015,91.66,--,--,78.97,3.85,0.00,3.85,7.67,0.00,7.67,11.52,0.00,11.52,12.70,0.99,0.00,0.99,78.00,5.42,69.00,6.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.47,7.28,9.75,--,9.75,15.88,0.00,0.00,15.88,2.47,6.71,9.18,--,9.18,15.52,0.00,0.00,15.52,0.00,0.57,0.57,--,0.57,0.36,0.00,0.00,0.36,0.21,0.27,0.48,0.01,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.00,0.16,0.00,0.00,0.00,2850.13,0.00,2850.13,2850.13,0.00,2850.13,--,--,10.44,0.00,10.44,27669.69,0.00,0.00,0.00,2850.13,0.00,2850.13,2850.13,0.00,2850.13,--,--,10.44,0.00,10.44,27669.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,7.53,0.00,7.53,2865.51,0.00,2865.51,2873.04,0.00,2873.04,20.19,0.00,20.19
AL,1,Lowndes County,85,1085,2015,10.46,--,--,9.71,0.95,0.00,0.95,0.00,0.00,0.00,0.95,0.00,0.95,0.75,0.05,0.00,0.05,67.00,0.76,78.00,0.81,4.24,0.00,4.24,0.00,0.00,0.00,4.24,0.00,4.24,0.00,5.73,5.73,--,5.73,5.10,0.00,0.00,5.10,0.00,5.73,5.73,--,5.73,5.10,0.00,0.00,5.10,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.27,0.41,0.68,0.65,0.00,0.65,0.65,0.00,0.65,1.30,0.00,1.30,0.16,0.00,0.16,0.08,0.00,0.08,0.24,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,6.32,0.00,6.32,6.87,0.00,6.87,13.19,0.00,13.19,5.73,0.00,5.73
AL,1,Macon County,87,1087,2015,19.11,--,--,16.29,1.36,0.00,1.36,1.95,0.00,1.95,3.31,0.00,3.31,2.81,0.15,0.00,0.15,53.00,1.16,71.00,1.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.39,3.53,5.92,--,5.92,3.66,0.00,0.00,3.66,2.39,3.53,5.92,--,5.92,3.66,0.00,0.00,3.66,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.00,1.05,0.52,0.00,0.52,1.57,0.00,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,4.99,0.00,4.99,6.06,0.00,6.06,11.05,0.00,11.05,5.92,0.00,5.92
